domain_id	Clan_pfam	Function_pfam	Gene_pfam	alignment_length	bit_score
PF21259	CL0020	HTH-type transcriptional regulator Rgg, C-terminal domain	Rgg_C	198.0	72.59
PF01210	CL0063	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus	NAD_Gly3P_dh_N	160.0	187.76
PF19279	CL0701	YegS C-terminal NAD kinase beta sandwich-like domain	YegS_C	154.0	25.04
PF02436	CL0597	Conserved carboxylase domain	PYC_OADA	167.0	176.99
PF09848	CL0023	Schlafen group 3, DNA/RNA helicase domain	SLFN-g3_helicase	367.0	336.77
PF06750		Bacterial Peptidase A24 N-terminal domain	A24_N_bact	84.0	102.75
PF01715	CL0023	IPP transferase	IPPT	239.0	294.54
PF04657	CL0184	Putative inner membrane exporter, YdcZ 	DMT_YdcZ	137.0	124.97
PF14278	CL0174	Transcriptional regulator C-terminal region	TetR_C_8	105.0	39.0
PF18202	CL0159	T-Q ester bond containing domain	TQ	240.0	108.59
PF10386	CL0084	Protein of unknown function (DUF2441)	DUF2441	99.0	150.23
PF01512	CL0105	Respiratory-chain NADH dehydrogenase 51 Kd subunit	Complex1_51K	144.0	148.36
PF01368	CL0137	DHH family	DHH	137.0	54.5
PF00903	CL0104	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	Glyoxalase	114.0	44.74
PF07722	CL0014	Peptidase C26	Peptidase_C26	206.0	236.01
PF21543	CL0021	Virulence regulatory factor CvfB, second domain	CvfB_2nd	75.0	112.93
PF12459		D-Ala-teichoic acid biosynthesis protein	DUF3687	43.0	64.8
PF19605		Family of unknown function (DUF6110)	DUF6110	78.0	65.29
PF03609		PTS system sorbose-specific iic component	EII-Sor	234.0	214.58
PF02082	CL0123	Iron-dependent Transcriptional regulator	Rrf2	136.0	108.23
PF13791		Sigma factor regulator C-terminal	Sigma_reg_C	188.0	59.78
PF06197	CL0412	Protein of unknown function (DUF998)	DUF998	195.0	47.45
PF07308		Protein of unknown function (DUF1456)	DUF1456	68.0	88.91
PF00749	CL0039	tRNA synthetases class I (E and Q), catalytic domain	tRNA-synt_1c	323.0	380.69
PF00368		Hydroxymethylglutaryl-coenzyme A reductase	HMG-CoA_red	372.0	351.42
PF09586	CL0111	Bacterial membrane protein YfhO	YfhO	871.0	351.45
PF04020		Mycobacterial 4 TMS phage holin, superfamily IV	Phage_holin_4_2	105.0	103.64
PF12895	CL0020	Anaphase-promoting complex, cyclosome, subunit 3	ANAPC3	304.0	15.97
PF00205	CL0063	Thiamine pyrophosphate enzyme, central domain	TPP_enzyme_M	136.0	159.13
PF01232	CL0063	Mannitol dehydrogenase Rossmann domain	Mannitol_dh	125.0	98.48
PF02629	CL0063	CoA binding domain	CoA_binding	98.0	50.1
PF00248	CL0036	Aldo/keto reductase family	Aldo_ket_red	246.0	185.39
PF07563	CL0010	Protein of unknown function (DUF1541)	DUF1541	52.0	88.74
PF02873		UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain	MurB_C	100.0	118.44
PF00437	CL0023	Type II/IV secretion system protein	T2SSE	269.0	315.04
PF11683		Protein of unknown function (DUF3278)	DUF3278	121.0	48.6
PF01293	CL0374	Phosphoenolpyruvate carboxykinase	PEPCK_ATP	436.0	65.44
PF08614		Autophagy protein 16 (ATG16)	ATG16	98.0	24.41
PF02219	CL0036	Methylenetetrahydrofolate reductase	MTHFR	282.0	243.99
PF01321	CL0356	Creatinase/Prolidase N-terminal domain	Creatinase_N	154.0	23.97
PF01336	CL0021	OB-fold nucleic acid binding domain	tRNA_anti-codon	72.0	30.45
PF21391	CL0061	Tyrosine decarboxylase, C-terminal	tyr_de_CO2_C	141.0	204.14
PF01047	CL0123	MarR family	MarR	59.0	39.55
PF06100	CL0063	MCRA family	MCRA	530.0	547.42
PF00483	CL0110	Nucleotidyl transferase	NTP_transferase	269.0	116.96
PF03611		PTS system sugar-specific permease component	EIIC-GAT	398.0	337.08
PF08533	CL0369	Beta-galactosidase C-terminal domain	Glyco_hydro_42C	58.0	44.85
PF09369		MrfA Zn-binding domain	MZB	82.0	32.3
PF00317		Ribonucleotide reductase, all-alpha domain	Ribonuc_red_lgN	75.0	58.1
PF03070	CL0230	TENA/THI-4/PQQC family	TENA_THI-4	207.0	142.66
PF01541	CL0418	GIY-YIG catalytic domain	GIY-YIG	76.0	38.07
PF03193	CL0023	RsgA GTPase	RsgA_GTPase	79.0	18.49
PF00984	CL0106	UDP-glucose/GDP-mannose dehydrogenase family, central domain	UDPG_MGDP_dh	92.0	91.57
PF02880	CL0754	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	PGM_PMM_III	113.0	123.07
PF10620	CL0260	Phosphoribosyl-dephospho-CoA transferase MdcG C-terminal domain	MdcG	116.0	68.8
PF03313	CL0722	Serine dehydratase alpha chain	SDH_alpha	260.0	266.24
PF00128	CL0036	Alpha amylase, catalytic domain	Alpha-amylase	302.0	266.66
PF02110	CL0118	Hydroxyethylthiazole kinase family	HK	255.0	165.11
PF00175	CL0091	Oxidoreductase NAD-binding domain 	NAD_binding_1	92.0	31.49
PF02378	CL0493	Phosphotransferase system, EIIC 	PTS_EIIC	313.0	168.14
PF11798	CL0198	IMS family HHH motif	IMS_HHH	32.0	29.38
PF02879	CL0754	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	PGM_PMM_II	101.0	52.38
PF04397	CL0010	LytTr DNA-binding domain	LytTR	93.0	57.09
PF00391	CL0364	PEP-utilising enzyme, mobile domain	PEP-utilizers	75.0	80.02
PF01177	CL0399	Asp/Glu/Hydantoin racemase	Asp_Glu_race	220.0	146.63
PF04542	CL0123	Sigma-70 region 2 	Sigma70_r2	66.0	23.96
PF07553		Host cell surface-exposed lipoprotein	Lipoprotein_Ltp	134.0	36.37
PF13361	CL0023	UvrD-like helicase C-terminal domain	UvrD_C	163.0	14.43
PF08274	CL0167	PhnA Zinc-Ribbon 	YjdM_Zn_Ribbon	30.0	58.97
PF00416	CL0303	Ribosomal protein S13/S18	Ribosomal_S13	106.0	115.64
PF01596	CL0063	O-methyltransferase	Methyltransf_3	201.0	106.14
PF19420	CL0197	N,N dimethylarginine dimethylhydrolase, eukaryotic	DDAH_eukar	283.0	29.85
PF08280	CL0123	M protein trans-acting positive regulator (MGA) HTH domain	HTH_Mga	59.0	42.39
PF19220		Crescentin protein	Crescentin	258.0	25.01
PF03814	CL0030	Potassium-transporting ATPase A subunit	KdpA	64.0	60.46
PF01502		Phosphoribosyl-AMP cyclohydrolase	PRA-CH	74.0	122.71
PF03144	CL0105	Elongation factor Tu domain 2	GTP_EFTU_D2	71.0	37.16
PF13306	CL0022	BspA type Leucine rich repeat region (6 copies)	LRR_5	71.0	5.07
PF00929	CL0219	Exonuclease	RNase_T	155.0	76.28
PF04039		Domain related to MnhB subunit of Na+/H+ antiporter	MnhB	127.0	95.76
PF16555	CL0287	Gram-positive pilin subunit D1, N-terminal domain	GramPos_pilinD1	306.0	69.13
PF00198	CL0149	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	2-oxoacid_dh	235.0	254.62
PF12821	CL0470	Threonine/Serine exporter, ThrE	ThrE_2	129.0	121.63
PF05683		Fumarase C-terminus	Fumerase_C	180.0	132.9
PF01297	CL0043	Zinc-uptake complex component A periplasmic	ZnuA	287.0	261.9
PF13700		Domain of unknown function (DUF4158)	DUF4158	165.0	151.2
PF13597	CL0339	Anaerobic ribonucleoside-triphosphate reductase	NRDD	590.0	654.64
PF06833	CL0127	Malonate decarboxylase gamma subunit (MdcE)	MdcE	252.0	184.93
PF02603	CL0365	HPr Serine kinase N terminus	Hpr_kinase_N	125.0	138.47
PF13231	CL0111	Dolichyl-phosphate-mannose-protein mannosyltransferase	PMT_2	161.0	31.26
PF01380	CL0067	SIS domain	SIS	132.0	55.62
PF21176	CL0198	RecR, helix-hairpin-helix 	RecR_HhH	45.0	48.88
PF00004	CL0023	ATPase family associated with various cellular activities (AAA)	AAA	139.0	43.04
PF03590	CL0040	Aspartate-ammonia ligase	AsnA	237.0	317.83
PF00252	CL0021	Ribosomal protein L16p/L10e	Ribosomal_L16	129.0	186.91
PF13710	CL0070	ACT domain	ACT_5	64.0	47.45
PF00587	CL0040	tRNA synthetase class II core domain (G, H, P, S and T)	tRNA-synt_2b	216.0	133.3
PF13253		Protein of unknown function (DUF4044)	DUF4044	33.0	40.75
PF02769		AIR synthase related protein, C-terminal domain	AIRS_C	153.0	78.59
PF05257	CL0125	CHAP domain	CHAP	92.0	58.24
PF12464	CL0536	Maltose acetyltransferase 	Mac	52.0	57.79
PF21302	CL0167	RlmA, N-terminal	RlmA_N	43.0	51.28
PF13127		Protein of unknown function (DUF3955)	DUF3955	59.0	73.01
PF00871	CL0108	Acetokinase family	Acetate_kinase	175.0	66.32
PF20257		SAM hydroxide adenosyltransferase C-terminal domain	SAM_HAT_C	95.0	72.94
PF00534	CL0113	Glycosyl transferases group 1	Glycos_transf_1	143.0	26.14
PF02634	CL0109	FdhD/NarQ family	FdhD-NarQ	237.0	282.93
PF08279	CL0123	HTH domain	HTH_11	55.0	58.2
PF00831	CL0346	Ribosomal L29 protein	Ribosomal_L29	57.0	91.67
PF00703	CL0159	Glycosyl hydrolases family 2	Glyco_hydro_2	103.0	40.34
PF11728		Putative aromatic acid exporter C-terminal domain	ArAE_1_C	165.0	152.49
PF10114	CL0165	Sensory domain found in PocR	PocR	159.0	133.32
PF10418	CL0486	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	DHODB_Fe-S_bind	42.0	61.9
PF16935		Putative Holin-like Toxin (Hol-Tox)	Hol_Tox	28.0	36.52
PF03576	CL0635	Peptidase family S58 	Peptidase_S58	316.0	365.06
PF02080	CL0582	TrkA-C domain	TrkA_C	71.0	31.61
PF01527	CL0123	Transposase	HTH_Tnp_1	79.0	34.89
PF00455	CL0063	DeoR C terminal sensor domain	DeoRC	158.0	132.72
PF01923	CL0601	Cobalamin adenosyltransferase	Cob_adeno_trans	163.0	194.66
PF09605		Hypothetical bacterial integral membrane protein (Trep_Strep)	Trep_Strep	183.0	115.83
PF16593		Bridge helix of CRISPR-associated endonuclease Cas9	Cas9-BH	33.0	37.29
PF01381	CL0123	Helix-turn-helix	HTH_3	55.0	64.93
PF14450	CL0108	Cell division protein FtsA	FtsA	125.0	34.5
PF00549	CL0506	CoA-ligase	Ligase_CoA	157.0	129.4
PF02575	CL0717	YbaB/EbfC DNA-binding family	YbaB_DNA_bd	91.0	107.23
PF00828	CL0588	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	Ribosomal_L27A	118.0	126.93
PF01470	CL0379	Pyroglutamyl peptidase	Peptidase_C15	202.0	260.03
PF00728	CL0036	Glycosyl hydrolase family 20, catalytic domain	Glyco_hydro_20	335.0	154.01
PF07228	CL0238	Stage II sporulation protein E (SpoIIE)	SpoIIE	190.0	167.68
PF17768	CL0021	RecJ OB domain	RecJ_OB	107.0	103.13
PF06160		Septation ring formation regulator, EzrA 	EzrA	558.0	633.44
PF01520	CL0105	N-acetylmuramoyl-L-alanine amidase	Amidase_3	170.0	159.58
PF01228	CL0339	Glycine radical	Gly_radical	104.0	125.07
PF01545		Cation efflux family	Cation_efflux	195.0	180.01
PF02836	CL0036	Glycosyl hydrolases family 2, TIM barrel domain	Glyco_hydro_2_C	295.0	62.54
PF02616	CL0157	Segregation and condensation protein ScpA	SMC_ScpA	227.0	149.53
PF06458	CL0072	MucBP domain	MucBP	126.0	64.81
PF03613		PTS system mannose/fructose/sorbose family IID component	EIID-AGA	266.0	285.2
PF12698	CL0181	ABC-2 family transporter protein	ABC2_membrane_3	303.0	72.24
PF16592	CL0693	REC lobe of CRISPR-associated endonuclease Cas9	Cas9_REC	532.0	561.44
PF08876	CL0123	Domain of unknown function (DUF1836)	DUF1836	101.0	99.44
PF13731		WxL domain surface cell wall-binding	WxL	203.0	59.67
PF16921	CL0580	Tex protein YqgF-like domain	Tex_YqgF	126.0	187.0
PF10609	CL0023	NUBPL iron-transfer P-loop NTPase	ParA	241.0	280.03
PF17428		Family of unknown function (DUF5412)	DUF5412	112.0	57.77
PF00466		Ribosomal protein L10	Ribosomal_L10	99.0	115.02
PF00557		Metallopeptidase family M24	Peptidase_M24	201.0	26.99
PF12836	CL0198	Helix-hairpin-helix motif	HHH_3	65.0	91.83
PF12974	CL0177	ABC transporter, phosphonate, periplasmic substrate-binding protein 	Phosphonate-bd	257.0	201.22
PF02729		Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	OTCace_N	141.0	159.8
PF13602	CL0063	Zinc-binding dehydrogenase	ADH_zinc_N_2	98.0	50.53
PF00313	CL0021	'Cold-shock' DNA-binding domain	CSD	65.0	102.32
PF04851	CL0023	Type III restriction enzyme, res subunit	ResIII	268.0	21.77
PF01676	CL0088	Metalloenzyme superfamily	Metalloenzyme	387.0	167.06
PF11674		Protein of unknown function (DUF3270)	DUF3270	85.0	93.96
PF20394		Family of unknown function (DUF6688)	DUF6688	333.0	428.75
PF01116	CL0036	Fructose-bisphosphate aldolase class-II	F_bP_aldolase	285.0	331.85
PF01695	CL0023	IstB-like ATP binding protein	IstB_IS21	173.0	46.65
PF00132	CL0536	Bacterial transferase hexapeptide (six repeats)	Hexapep	36.0	44.26
PF16316		Domain of unknown function (DUF4956)	DUF4956	162.0	56.71
PF18072		Formylglycinamide ribonucleotide amidotransferase linker domain	FGAR-AT_linker	47.0	34.87
PF00486	CL0123	Transcriptional regulatory protein, C terminal	Trans_reg_C	76.0	90.03
PF06156		Initiation control protein YabA	YabA	106.0	110.46
PF00497	CL0177	Bacterial extracellular solute-binding proteins, family 3	SBP_bac_3	220.0	191.05
PF01926	CL0023	50S ribosome-binding GTPase	MMR_HSR1	122.0	40.63
PF01726	CL0123	LexA DNA binding domain	LexA_DNA_bind	65.0	86.58
PF07973	CL0094	Threonyl and Alanyl tRNA synthetase second additional domain	tRNA_SAD	50.0	60.32
PF20730		YetF N-terminal transmembrane domain	YetF_N	76.0	90.37
PF06028	CL0028	Alpha/beta hydrolase of unknown function (DUF915)	DUF915	251.0	254.46
PF13183	CL0344	4Fe-4S dicluster domain	Fer4_8	62.0	29.96
PF00258	CL0042	Flavodoxin	Flavodoxin_1	134.0	91.28
PF08363		Glucan-binding protein C	GbpC	290.0	352.79
PF13192	CL0172	Thioredoxin domain	Thioredoxin_3	76.0	88.57
PF12535		Hydrolase of X-linked nucleoside diphosphate N terminal 	Nudix_N	56.0	81.92
PF03009	CL0036	Glycerophosphoryl diester phosphodiesterase family	GDPD	221.0	95.48
PF02522	CL0627	Aminoglycoside 3-N-acetyltransferase	Antibiotic_NAT	233.0	256.17
PF20111		Family of unknown function (DUF6501)	DUF6501	67.0	126.94
PF06751	CL0036	Ethanolamine ammonia lyase large subunit (EutB)	EutB	434.0	712.16
PF01515	CL0270	Phosphate acetyl/butaryl transferase	PTA_PTB	224.0	138.42
PF10263	CL0126	SprT-like family	SprT-like	105.0	49.52
PF18333		Non-canonical single-stranded DNA-binding domain	ssDNA_DBD	110.0	73.45
PF04138		GtrA-like protein	GtrA	113.0	32.77
PF17283	CL0167	SprT-like zinc ribbon domain	Zn_ribbon_SprT	38.0	27.36
PF04069	CL0177	Substrate binding domain of ABC-type glycine betaine transport system	OpuAC	243.0	220.57
PF02557	CL0170	D-alanyl-D-alanine carboxypeptidase	VanY	125.0	126.26
PF19906		Domain of unknown function (DUF6379)	DUF6379	112.0	122.11
PF01820	CL0063	D-ala D-ala ligase N-terminus	Dala_Dala_lig_N	126.0	114.57
PF04280	CL0051	Tim44-like domain	Tim44	128.0	36.9
PF01261	CL0036	Xylose isomerase-like TIM barrel	AP_endonuc_2	224.0	30.45
PF06857		Malonate decarboxylase delta subunit (MdcD)	ACP	81.0	77.77
PF00420		NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	Oxidored_q2	111.0	80.78
PF00281	CL0652	Ribosomal protein L5	Ribosomal_L5	57.0	95.51
PF00916	CL0062	Sulfate permease family	Sulfate_transp	364.0	255.24
PF00224	CL0036	Pyruvate kinase, barrel domain	PK	330.0	181.48
PF13616	CL0487	PPIC-type PPIASE domain	Rotamase_3	85.0	2.8
PF03819	CL0231	MazG nucleotide pyrophosphohydrolase domain	MazG	80.0	57.18
PF07905		Purine catabolism regulatory protein-like family	PucR	121.0	83.86
PF00977	CL0036	Histidine biosynthesis protein	His_biosynth	231.0	285.46
PF19385		Family of unknown function (DUF5960)	DUF5960	76.0	47.18
PF02796	CL0123	Helix-turn-helix domain of resolvase	HTH_7	45.0	37.05
PF06418	CL0023	CTP synthase N-terminus	CTP_synth_N	265.0	440.05
PF01743	CL0260	Poly A polymerase head domain	PolyA_pol	121.0	136.27
PF03167		Uracil DNA glycosylase superfamily	UDG	183.0	108.74
PF00303		Thymidylate synthase	Thymidylat_synt	313.0	401.83
PF13346	CL0181	ABC-2 family transporter protein	ABC2_membrane_5	206.0	51.95
PF01478	CL0130	Type IV leader peptidase family	Peptidase_A24	101.0	49.94
PF05737	CL0204	Collagen binding domain	Collagen_bind	130.0	58.1
PF02677	CL0039	Epoxyqueuosine reductase QueH	QueH	182.0	212.81
PF20772		TACO1/YebC protein N-terminal domain	TACO1_YebC_N	72.0	115.06
PF01168	CL0036	Alanine racemase, N-terminal domain	Ala_racemase_N	219.0	236.04
PF00378	CL0127	Enoyl-CoA hydratase/isomerase	ECH_1	251.0	238.27
PF16595		PAM-interacting domain of CRISPR-associated endonuclease Cas9	Cas9_PI	246.0	133.71
PF15975		Flotillin	Flot	143.0	28.01
PF00986		DNA gyrase B subunit, carboxyl terminus	DNA_gyraseB_C	63.0	104.74
PF06153	CL0089	Cyclic-di-AMP receptor	CdAMP_rec	109.0	147.09
PF08532	CL0014	Beta-galactosidase trimerisation domain	Glyco_hydro_42M	208.0	231.24
PF01370	CL0063	NAD dependent epimerase/dehydratase family	Epimerase	204.0	68.23
PF03788		LrgA family	LrgA	94.0	96.88
PF00696		Amino acid kinase family	AA_kinase	292.0	111.48
PF08930		Domain of unknown function (DUF1912)	DUF1912	84.0	161.11
PF13847	CL0063	Methyltransferase domain	Methyltransf_31	178.0	41.79
PF09819		ABC-type cobalt transport system, permease component	ABC_cobalt	125.0	120.97
PF12627		Probable RNA and SrmB- binding site of polymerase A	PolyA_pol_RNAbd	61.0	50.05
PF14310	CL0159	Fibronectin type III-like domain	Fn3-like	70.0	55.87
PF00582	CL0039	Universal stress protein family	Usp	142.0	125.35
PF03946		Ribosomal protein L11, N-terminal domain	Ribosomal_L11_N	58.0	102.79
PF17915	CL0167	Reverse gyrase zinc finger	zf_Rg	47.0	18.15
PF01479	CL0492	S4 domain	S4	48.0	39.75
PF13558	CL0023	SbcC/RAD50-like, Walker B motif	SbcC_Walker_B	98.0	35.54
PF02645	CL0245	Uncharacterised protein, DegV family COG1307	DegV	278.0	251.44
PF04461		Protein of unknown function (DUF520)	DUF520	159.0	205.0
PF00583	CL0257	Acetyltransferase (GNAT) family	Acetyltransf_1	124.0	25.57
PF06541		Putative ABC-transporter type IV	ABC_trans_CmpB	155.0	177.32
PF10960		BhlA holin family	Holin_BhlA	53.0	27.62
PF00950	CL0142	ABC 3 transport family	ABC-3	259.0	243.84
PF06114	CL0126	IrrE N-terminal-like domain	Peptidase_M78	84.0	22.19
PF01475	CL0123	Ferric uptake regulator family	FUR	124.0	122.35
PF01040	CL0613	UbiA prenyltransferase family	UbiA	253.0	43.98
PF17760		UvrA interaction domain	UvrA_inter	109.0	138.56
PF05016	CL0136	ParE toxin of type II toxin-antitoxin system, parDE	ParE_toxin	98.0	53.36
PF01497	CL0043	Periplasmic binding protein	Peripla_BP_2	238.0	138.46
PF00861	CL0267	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	Ribosomal_L18p	115.0	166.15
PF03692		Putative zinc- or iron-chelating domain	CxxCxxCC	99.0	52.34
PF00006	CL0023	ATP synthase alpha/beta family, nucleotide-binding domain	ATP-synt_ab	208.0	82.88
PF13395	CL0263	HNH endonuclease	HNH_4	52.0	62.76
PF13350	CL0031	Tyrosine phosphatase family	Y_phosphatase3	248.0	213.93
PF08125	CL0106	Mannitol dehydrogenase C-terminal domain	Mannitol_dh_C	224.0	189.11
PF13581	CL0025	Histidine kinase-like ATPase domain	HATPase_c_2	130.0	90.02
PF06421		GTP-binding protein LepA C-terminus	LepA_C	107.0	169.58
PF11975	CL0341	Family 4 glycosyl hydrolase C-terminal domain	Glyco_hydro_4C	224.0	197.35
PF13419	CL0137	Haloacid dehalogenase-like hydrolase	HAD_2	201.0	69.45
PF03062	CL0517	MBOAT, membrane-bound O-acyltransferase family	MBOAT	357.0	67.21
PF01420	CL0477	Type I restriction modification DNA specificity domain	Methylase_S	168.0	28.72
PF07478	CL0179	D-ala D-ala ligase C-terminus	Dala_Dala_lig_C	207.0	240.99
PF01118	CL0063	Semialdehyde dehydrogenase, NAD binding domain	Semialdhyde_dh	139.0	76.55
PF00528	CL0404	Binding-protein-dependent transport system inner membrane component	BPD_transp_1	190.0	53.26
PF00375		Sodium:dicarboxylate symporter family	SDF	387.0	358.49
PF00467	CL0010	KOW motif	KOW	32.0	37.61
PF02779	CL0254	Transketolase, pyrimidine binding domain	Transket_pyr	179.0	143.14
PF03720	CL0039	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain	UDPG_MGDP_dh_C	88.0	39.27
PF14493	CL0123	Helix-turn-helix domain	HTH_40	87.0	52.56
PF00475	CL0329	Imidazoleglycerol-phosphate dehydratase	IGPD	144.0	224.96
PF01867		CRISPR associated protein Cas1	Cas_Cas1	270.0	90.91
PF07991	CL0063	Acetohydroxy acid isomeroreductase, NADPH-binding domain	IlvN	164.0	249.98
PF00746		LPXTG cell wall anchor motif	Gram_pos_anchor	40.0	32.84
PF02384	CL0063	N-6 DNA Methylase	N6_Mtase	311.0	370.55
PF04266	CL0178	ASCH domain	ASCH	121.0	101.19
PF18427		DD-reactivating factor swiveling domain	DDR_swiveling	163.0	261.74
PF01643	CL0050	Acyl-ACP thioesterase N-terminal domain	Acyl-ACP_TE	131.0	168.91
PF06177	CL0315	QueT transporter	QueT	147.0	126.42
PF08282	CL0137	haloacid dehalogenase-like hydrolase	Hydrolase_3	256.0	203.79
PF14492	CL0437	Elongation Factor G, domain III	EFG_III	77.0	26.06
PF13432	CL0020	Tetratricopeptide repeat	TPR_16	61.0	13.28
PF13370	CL0344	4Fe-4S single cluster domain of Ferredoxin I	Fer4_13	63.0	49.51
PF04199	CL0364	Putative cyclase	Cyclase	167.0	128.24
PF02903	CL0159	Alpha amylase, N-terminal ig-like domain	Alpha-amylase_N	123.0	128.65
PF03977	CL0064	Na+-transporting oxaloacetate decarboxylase beta subunit	OAD_beta	355.0	511.06
PF05382	CL0125	Bacteriophage peptidoglycan hydrolase 	Amidase_5	136.0	134.11
PF05977	CL0015	Transmembrane secretion effector	MFS_3	419.0	53.68
PF07784		Protein of unknown function (DUF1622)	DUF1622	83.0	83.77
PF00327		Ribosomal protein L30p/L7e	Ribosomal_L30	51.0	84.63
PF02558	CL0063	Ketopantoate reductase PanE/ApbA	ApbA	153.0	149.49
PF08402	CL0021	TOBE domain	TOBE_2	70.0	25.71
PF03591		AzlC protein	AzlC	141.0	137.69
PF11337		Protein of unknown function (DUF3139)	DUF3139	78.0	100.61
PF00106	CL0063	short chain dehydrogenase	adh_short	190.0	154.23
PF06969	CL0123	HemN C-terminal domain	HemN_C	67.0	72.84
PF03315	CL0697	Serine dehydratase beta chain	SDH_beta	137.0	33.18
PF01098	CL0142	Cell cycle protein	FTSW_RODA_SPOVE	367.0	313.98
PF01842	CL0070	ACT domain	ACT	68.0	48.43
PF06030	CL0159	Bacterial protein of unknown function (DUF916)	DUF916	120.0	110.21
PF00201	CL0113	UDP-glucoronosyl and UDP-glucosyl transferase	UDPGT	345.0	23.76
PF14748	CL0106	Pyrroline-5-carboxylate reductase dimerisation	P5CR_dimer	105.0	146.28
PF00291	CL0063	Pyridoxal-phosphate dependent enzyme	PALP	297.0	268.58
PF03060	CL0036	Nitronate monooxygenase	NMO	299.0	246.78
PF01408	CL0063	Oxidoreductase family, NAD-binding Rossmann fold	GFO_IDH_MocA	121.0	81.11
PF13393	CL0040	Histidyl-tRNA synthetase	tRNA-synt_His	302.0	217.13
