gene_id	id	product	target_prot	target_nuc	unique_id	cluster	padloc_system	padloc_gene
MBS4879430.1	MBS4879430.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60	246		
MBS4879431.1	MBS4879431.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60			
MBS4879432.1	MBS4879432.1	NADAR family protein	MBS4879406.1	JAGZNC010000011.1	60	40		
MBS4879433.1	MBS4879433.1	metallophosphoesterase family protein	MBS4879406.1	JAGZNC010000011.1	60	18		
MBS4879434.1	MBS4879434.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60	451		
MBS4879435.1	MBS4879435.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60			
MBS4879436.1	MBS4879436.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60			
MBS4879437.1	MBS4879437.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60			
MBS4879438.1	MBS4879438.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60			
MBS4879439.1	MBS4879439.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60	162		
MBS4879440.1	MBS4879440.1	cysteine desulfurase	MBS4879406.1	JAGZNC010000011.1	60	15		
MBS4879441.1	MBS4879441.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60			
MBS4879442.1	MBS4879442.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60	106		
MBS4879443.1	MBS4879443.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60			
MBS4879444.1	MBS4879444.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60			
MBS4879445.1	MBS4879445.1	type II toxin-antitoxin system PemK/MazF family toxin	MBS4879406.1	JAGZNC010000011.1	60	13		
MBS4879446.1	MBS4879446.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60	432		
MBS4879447.1	MBS4879447.1	phage antirepressor	MBS4879406.1	JAGZNC010000011.1	60	247		
MBS4879448.1	MBS4879448.1	HD domain-containing protein	MBS4879406.1	JAGZNC010000011.1	60	26		
MBS4879449.1	MBS4879449.1	ERF family protein	MBS4879406.1	JAGZNC010000011.1	60	22		
MBS4879450.1	MBS4879450.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60	19		
MBS4879451.1	MBS4879451.1	PD-(D/E)XK nuclease family protein	MBS4879406.1	JAGZNC010000011.1	60	9		
MBS4879452.1	MBS4879452.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60	20		
MBS4879453.1	MBS4879453.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60	20		
MBS4879454.1	MBS4879454.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60	35		
MBS4879455.1	MBS4879455.1	DNA polymerase III subunit alpha	MBS4879406.1	JAGZNC010000011.1	60	8		
MBS4879456.1	MBS4879456.1	hypothetical protein	MBS4879406.1	JAGZNC010000011.1	60	7		
HPE08102.1	HPE08102.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	2		
HPE08103.1	HPE08103.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08104.1	HPE08104.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	27		
HPE08105.1	HPE08105.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	4		
HPE08106.1	HPE08106.1	ThiF family adenylyltransferase	HPE08107.1	DAOPLO010000001.1	61	3		
HPE08107.1	HPE08107.1	reverse transcriptase domain-containing protein	HPE08107.1	DAOPLO010000001.1	61	1		
HPE08108.1	HPE08108.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08109.1	HPE08109.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08110.1	HPE08110.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08111.1	HPE08111.1	DUF3846 domain-containing protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08112.1	HPE08112.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08113.1	HPE08113.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	248		
HPE08114.1	HPE08114.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	248		
HPE08115.1	HPE08115.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	248		
HPE08116.1	HPE08116.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08117.1	HPE08117.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	433		
HPE08118.1	HPE08118.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	433		
HPE08119.1	HPE08119.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08120.1	HPE08120.1	amidoligase family protein	HPE08107.1	DAOPLO010000001.1	61	447		
HPE08121.1	HPE08121.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08122.1	HPE08122.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08123.1	HPE08123.1	metallophosphoesterase	HPE08107.1	DAOPLO010000001.1	61	7		
HPE08124.1	HPE08124.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08125.1	HPE08125.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08126.1	HPE08126.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08127.1	HPE08127.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08128.1	HPE08128.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08129.1	HPE08129.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08130.1	HPE08130.1	YopX family protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08131.1	HPE08131.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08132.1	HPE08132.1	DUF551 domain-containing protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08133.1	HPE08133.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08134.1	HPE08134.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08135.1	HPE08135.1	Lar family restriction alleviation protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08136.1	HPE08136.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	434		
HPE08137.1	HPE08137.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08138.1	HPE08138.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08139.1	HPE08139.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08140.1	HPE08140.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08141.1	HPE08141.1	dCMP deaminase family protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08142.1	HPE08142.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08143.1	HPE08143.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08144.1	HPE08144.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	163		
HPE08145.1	HPE08145.1	type II toxin-antitoxin system PemK/MazF family toxin	HPE08107.1	DAOPLO010000001.1	61	13		
HPE08146.1	HPE08146.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08147.1	HPE08147.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08148.1	HPE08148.1	AAA family ATPase	HPE08107.1	DAOPLO010000001.1	61	83		
HPE08149.1	HPE08149.1	single-stranded DNA-binding protein	HPE08107.1	DAOPLO010000001.1	61	81		
HPE08150.1	HPE08150.1	PD-(D/E)XK nuclease family protein	HPE08107.1	DAOPLO010000001.1	61	9		
HPE08151.1	HPE08151.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08152.1	HPE08152.1	AAA family ATPase	HPE08107.1	DAOPLO010000001.1	61	21		
HPE08153.1	HPE08153.1	PHP domain-containing protein	HPE08107.1	DAOPLO010000001.1	61	8		
HPE08154.1	HPE08154.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08155.1	HPE08155.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	255		
HPE08156.1	HPE08156.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61	435		
HPE08157.1	HPE08157.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08158.1	HPE08158.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08159.1	HPE08159.1	dUTP diphosphatase	HPE08107.1	DAOPLO010000001.1	61	45		
HPE08160.1	HPE08160.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08161.1	HPE08161.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08162.1	HPE08162.1	peptidoglycan DD-metalloendopeptidase family protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08163.1	HPE08163.1	hypothetical protein	HPE08107.1	DAOPLO010000001.1	61			
HPE08164.1	HPE08164.1	glycosyltransferase family 2 protein	HPE08107.1	DAOPLO010000001.1	61	436		
HPE08165.1	HPE08165.1	glycosyltransferase family A protein	HPE08107.1	DAOPLO010000001.1	61	436		
HPE08166.1	HPE08166.1	XkdX family protein	HPE08107.1	DAOPLO010000001.1	61			
MBQ8404886.1	MBQ8404886.1	response regulator transcription factor	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404887.1	MBQ8404887.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	6		
MBQ8404888.1	MBQ8404888.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404889.1	MBQ8404889.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	107		
MBQ8404890.1	MBQ8404890.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404891.1	MBQ8404891.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	249		
MBQ8404892.1	MBQ8404892.1	LysM peptidoglycan-binding domain-containing protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404893.1	MBQ8404893.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	146		
MBQ8404894.1	MBQ8404894.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404895.1	MBQ8404895.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404896.1	MBQ8404896.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	437		
MBQ8404897.1	MBQ8404897.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	82		
MBQ8404898.1	MBQ8404898.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	438		
MBQ8404899.1	MBQ8404899.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	27		
MBQ8404900.1	MBQ8404900.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	4		
MBQ8404901.1	MBQ8404901.1	ThiF family adenylyltransferase	MBQ8404904.1	JAFTOK010000250.1	62	3		
MBQ8404902.1	MBQ8404902.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404903.1	MBQ8404903.1	ribonuclease HI	MBQ8404904.1	JAFTOK010000250.1	62	43		
MBQ8404904.1	MBQ8404904.1	RNA-directed DNA polymerase	MBQ8404904.1	JAFTOK010000250.1	62	1		
MBQ8404905.1	MBQ8404905.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404906.1	MBQ8404906.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	165		
MBQ8404907.1	MBQ8404907.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	165		
MBQ8404908.1	MBQ8404908.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404909.1	MBQ8404909.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	153		
MBQ8404910.1	MBQ8404910.1	antirestriction protein ArdA	MBQ8404904.1	JAFTOK010000250.1	62	253		
MBQ8404911.1	MBQ8404911.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	439		
MBQ8404912.1	MBQ8404912.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404913.1	MBQ8404913.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404914.1	MBQ8404914.1	nucleotidyltransferase domain-containing protein	MBQ8404904.1	JAFTOK010000250.1	62	250		
MBQ8404915.1	MBQ8404915.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	251		
MBQ8404916.1	MBQ8404916.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404917.1	MBQ8404917.1	AAA family ATPase	MBQ8404904.1	JAFTOK010000250.1	62	164		
MBQ8404918.1	MBQ8404918.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62			
MBQ8404919.1	MBQ8404919.1	hypothetical protein	MBQ8404904.1	JAFTOK010000250.1	62	252		
MBR2398332.1	MBR2398332.1	hypothetical protein	MBR2398338.1	JAFVSC010000002.1	63			
MBR2398333.1	MBR2398333.1	hypothetical protein	MBR2398338.1	JAFVSC010000002.1	63	439		
MBR2398334.1	MBR2398334.1	antirestriction protein ArdA	MBR2398338.1	JAFVSC010000002.1	63	253		
MBR2398335.1	MBR2398335.1	hypothetical protein	MBR2398338.1	JAFVSC010000002.1	63			
MBR2398336.1	MBR2398336.1	hypothetical protein	MBR2398338.1	JAFVSC010000002.1	63			
MBR2398337.1	MBR2398337.1	hypothetical protein	MBR2398338.1	JAFVSC010000002.1	63	165		
MBR2398338.1	MBR2398338.1	RNA-directed DNA polymerase	MBR2398338.1	JAFVSC010000002.1	63	1		
MBR2398339.1	MBR2398339.1	ribonuclease HI	MBR2398338.1	JAFVSC010000002.1	63	43		
MBR6050778.1	MBR6050778.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64			
MBR6050779.1	MBR6050779.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64			
MBR6050780.1	MBR6050780.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64			
MBR6050781.1	MBR6050781.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64	440		
MBR6050782.1	MBR6050782.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64	254		
MBR6050783.1	MBR6050783.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64	323		
MBR6050784.1	MBR6050784.1	4Fe-4S cluster-binding domain-containing protein	MBR6050792.1	JAFXWT010000171.1	64	166		
MBR6050785.1	MBR6050785.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64	167		
MBR6050786.1	MBR6050786.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64	441		
MBR6050787.1	MBR6050787.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64	253		
MBR6050788.1	MBR6050788.1	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	MBR6050792.1	JAFXWT010000171.1	64	84		
MBR6050789.1	MBR6050789.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64			
MBR6050790.1	MBR6050790.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64			
MBR6050791.1	MBR6050791.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64			
MBR6050792.1	MBR6050792.1	hypothetical protein	MBR6050792.1	JAFXWT010000171.1	64	1		
MBR2388929.1	MBR2388929.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388930.1	MBR2388930.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	216		
MBR2388931.1	MBR2388931.1	4Fe-4S cluster-binding domain-containing protein	MBR2388980.1	JAFVSI010000063.1	65	152		
MBR2388932.1	MBR2388932.1	ribonucleoside triphosphate reductase	MBR2388980.1	JAFVSI010000063.1	65	108		
MBR2388933.1	MBR2388933.1	glutaredoxin family protein	MBR2388980.1	JAFVSI010000063.1	65	156		
MBR2388934.1	MBR2388934.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388935.1	MBR2388935.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	255		
MBR2388936.1	MBR2388936.1	PHP domain-containing protein	MBR2388980.1	JAFVSI010000063.1	65	8		
MBR2388937.1	MBR2388937.1	AAA family ATPase	MBR2388980.1	JAFVSI010000063.1	65	21		
MBR2388938.1	MBR2388938.1	PD-(D/E)XK nuclease family protein	MBR2388980.1	JAFVSI010000063.1	65	9		
MBR2388939.1	MBR2388939.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388940.1	MBR2388940.1	ERF family protein	MBR2388980.1	JAFVSI010000063.1	65	22		
MBR2388941.1	MBR2388941.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388942.1	MBR2388942.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388943.1	MBR2388943.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388944.1	MBR2388944.1	HD domain-containing protein	MBR2388980.1	JAFVSI010000063.1	65	26		
MBR2388945.1	MBR2388945.1	NADAR family protein	MBR2388980.1	JAFVSI010000063.1	65	40		
MBR2388946.1	MBR2388946.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388947.1	MBR2388947.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	442		
MBR2388948.1	MBR2388948.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388949.1	MBR2388949.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388950.1	MBR2388950.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388951.1	MBR2388951.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388952.1	MBR2388952.1	tyrosine-type recombinase/integrase	MBR2388980.1	JAFVSI010000063.1	65	17		
MBR2388953.1	MBR2388953.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388954.1	MBR2388954.1	type II toxin-antitoxin system PemK/MazF family toxin	MBR2388980.1	JAFVSI010000063.1	65	13		
MBR2388955.1	MBR2388955.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	163		
MBR2388956.1	MBR2388956.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	78		
MBR2388957.1	MBR2388957.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	443		
MBR2388958.1	MBR2388958.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	11		
MBR2388959.1	MBR2388959.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388960.1	MBR2388960.1	tRNA(His) guanylyltransferase Thg1 family protein	MBR2388980.1	JAFVSI010000063.1	65	36		
MBR2388961.1	MBR2388961.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388962.1	MBR2388962.1	NAD(+) synthase	MBR2388980.1	JAFVSI010000063.1	65	60		
MBR2388963.1	MBR2388963.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388964.1	MBR2388964.1	macro domain-containing protein	MBR2388980.1	JAFVSI010000063.1	65	14		
MBR2388965.1	MBR2388965.1	nicotinate phosphoribosyltransferase	MBR2388980.1	JAFVSI010000063.1	65	79		
MBR2388966.1	MBR2388966.1	ribose-phosphate pyrophosphokinase	MBR2388980.1	JAFVSI010000063.1	65	80		
MBR2388967.1	MBR2388967.1	cysteine hydrolase	MBR2388980.1	JAFVSI010000063.1	65	68		
MBR2388968.1	MBR2388968.1	metallophosphoesterase	MBR2388980.1	JAFVSI010000063.1	65	444		
MBR2388969.1	MBR2388969.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	250		
MBR2388970.1	MBR2388970.1	ATP-binding protein	MBR2388980.1	JAFVSI010000063.1	65	37		
MBR2388971.1	MBR2388971.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	445		
MBR2388972.1	MBR2388972.1	metallophosphoesterase	MBR2388980.1	JAFVSI010000063.1	65	18		
MBR2388973.1	MBR2388973.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388974.1	MBR2388974.1	nicotinamide mononucleotide transporter	MBR2388980.1	JAFVSI010000063.1	65	168		
MBR2388975.1	MBR2388975.1	AAA family ATPase	MBR2388980.1	JAFVSI010000063.1	65	256		
MBR2388976.1	MBR2388976.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388977.1	MBR2388977.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	257		
MBR2388978.1	MBR2388978.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	16		
MBR2388979.1	MBR2388979.1	ribonuclease HI	MBR2388980.1	JAFVSI010000063.1	65	43		
MBR2388980.1	MBR2388980.1	RNA-directed DNA polymerase	MBR2388980.1	JAFVSI010000063.1	65	1		
MBR2388981.1	MBR2388981.1	ThiF family adenylyltransferase	MBR2388980.1	JAFVSI010000063.1	65	3		
MBR2388982.1	MBR2388982.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	4		
MBR2388983.1	MBR2388983.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	27		
MBR2388984.1	MBR2388984.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	438		
MBR2388985.1	MBR2388985.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	82		
MBR2388986.1	MBR2388986.1	DUF2828 family protein	MBR2388980.1	JAFVSI010000063.1	65	169		
MBR2388987.1	MBR2388987.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388988.1	MBR2388988.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388989.1	MBR2388989.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	16		
MBR2388990.1	MBR2388990.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388991.1	MBR2388991.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388992.1	MBR2388992.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388993.1	MBR2388993.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65	6		
MBR2388994.1	MBR2388994.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MBR2388995.1	MBR2388995.1	hypothetical protein	MBR2388980.1	JAFVSI010000063.1	65			
MCL2797624.1	MCL2797624.1	hydrolase	MCL2797639.1	WQYM01000070.1	66	18		
MCL2797625.1	MCL2797625.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66			
MCL2797626.1	MCL2797626.1	DpnD/PcfM family protein	MCL2797639.1	WQYM01000070.1	66			
MCL2797627.1	MCL2797627.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66			
MCL2797628.1	MCL2797628.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66			
MCL2797629.1	MCL2797629.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66			
MCL2797630.1	MCL2797630.1	YodL domain-containing protein	MCL2797639.1	WQYM01000070.1	66			
MCL2797631.1	MCL2797631.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66			
MCL2797632.1	MCL2797632.1	YkgJ family cysteine cluster protein	MCL2797639.1	WQYM01000070.1	66	259		
MCL2797633.1	MCL2797633.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66	258		
MCL2797634.1	MCL2797634.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66	477		
MCL2797635.1	MCL2797635.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66			
MCL2797636.1	MCL2797636.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66			
MCL2797637.1	MCL2797637.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66	446		
MCL2797638.1	MCL2797638.1	ribonuclease HI	MCL2797639.1	WQYM01000070.1	66	43		
MCL2797639.1	MCL2797639.1	reverse transcriptase family protein	MCL2797639.1	WQYM01000070.1	66	1		
MCL2797640.1	MCL2797640.1	ThiF family adenylyltransferase	MCL2797639.1	WQYM01000070.1	66	3		
MCL2797641.1	MCL2797641.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66	4		
MCL2797642.1	MCL2797642.1	hypothetical protein	MCL2797639.1	WQYM01000070.1	66	27		
WP_162612304.1	WP_162612304.1	DEAD/DEAH box helicase family protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299615.1	WP_087299615.1	tyrosine-type recombinase/integrase	WP_087299633.1	NZ_NFKP01000003.1	67	170		
WP_087299617.1	WP_087299617.1	site-specific integrase	WP_087299633.1	NZ_NFKP01000003.1	67	170		
WP_087299619.1	WP_087299619.1	helix-turn-helix domain-containing protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_162614148.1	WP_162614148.1	amidoligase family protein	WP_087299633.1	NZ_NFKP01000003.1	67	447		
WP_087299623.1	WP_087299623.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67	2		
WP_087299625.1	WP_087299625.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67	44		
WP_140400769.1	WP_140400769.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67	27		
WP_087299629.1	WP_087299629.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67	4		
WP_162612303.1	WP_162612303.1	ThiF family adenylyltransferase	WP_087299633.1	NZ_NFKP01000003.1	67	3		
WP_087299633.1	WP_087299633.1	reverse transcriptase domain-containing protein	WP_087299633.1	NZ_NFKP01000003.1	67	1		
WP_087299635.1	WP_087299635.1	recombinase family protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299637.1	WP_087299637.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299639.1	WP_087299639.1	N-6 DNA methylase	WP_087299633.1	NZ_NFKP01000003.1	67	171		
WP_087299641.1	WP_087299641.1	YkgJ family cysteine cluster protein	WP_087299633.1	NZ_NFKP01000003.1	67	259		
WP_087299643.1	WP_087299643.1	sigma factor-like helix-turn-helix DNA-binding protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299645.1	WP_087299645.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299646.1	WP_087299646.1	DUF3232 domain-containing protein	WP_087299633.1	NZ_NFKP01000003.1	67	448		
WP_162612302.1	WP_162612302.1	DUF3232 domain-containing protein	WP_087299633.1	NZ_NFKP01000003.1	67	448		
WP_162612301.1	WP_162612301.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299650.1	WP_087299650.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_140400770.1	WP_140400770.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_140400771.1	WP_140400771.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299656.1	WP_087299656.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299658.1	WP_087299658.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299660.1	WP_087299660.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299662.1	WP_087299662.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299664.1	WP_087299664.1	hypothetical protein	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299666.1	WP_087299666.1	GNAT family N-acetyltransferase	WP_087299633.1	NZ_NFKP01000003.1	67			
WP_087299668.1	WP_087299668.1	PH domain-containing protein	WP_087299633.1	NZ_NFKP01000003.1	67	449		
