leaf_id	og_index	superkingdom	kingdom	phylum	class	order	family	genus	species	start_win	end_win	strand_win	start_target	end_target
2102	2101	Bacteria	unclassified	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp. 25	96852.0	178015.0	-	136852.0	138015.0
2103	2102	Bacteria	unclassified	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula	Pirellula sp.	6221.0	87219.0	+	46221.0	47219.0
2104	2103	Bacteria	unclassified	Pseudomonadota					Pseudomonadota bacterium	0.0	54236.0	-	19820.0	20758.0
2105	2104	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp.	0.0	5301.0	-	1899.0	3479.0
2106	2105	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales			Myxococcales bacterium	11038.0	92477.0	+	51038.0	52477.0
2107	2106	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. M-Br	57359.0	138393.0	+	97359.0	98393.0
2108	2107	Bacteria	unclassified	Armatimonadota					Armatimonadota bacterium	0.0	26965.0	-	4674.0	5579.0
2109	2108	Bacteria	unclassified	Cyanobacteriota	Cyanophyceae	Oculatellales	Oculatellaceae	Drouetiella	Drouetiella sp.	166237.0	247082.0	+	206237.0	207082.0
2110	2109	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paenirhodobacter	Paenirhodobacter enshiensis	0.0	6468.0	-	345.0	1826.0
2111	2110	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas fluvialis	79073.0	119802.0	-	119073.0	119789.0
2112	2111	Bacteria	unclassified	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum					
2113	2112	Bacteria	unclassified	Myxococcota					Myxococcota bacterium	0.0	51464.0	-	10013.0	11464.0
2114	2113	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclus tenuis	0.0	63944.0	+	22037.0	23944.0
2115	2114	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	Xanthomonas hortorum	0.0	40743.0	+	1.0	743.0
2116	2115	Bacteria	unclassified	Bacillota	Clostridia				Clostridia bacterium	0.0	65957.0	+	25037.0	25957.0
2117	2116	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. cl6col	195118.0	276179.0	+	235118.0	236179.0
2118	2117	Bacteria	unclassified	Candidatus Hydrogenedentota					Candidatus Hydrogenedentota bacterium	0.0	63182.0	+	22322.0	23182.0
2119	2118	Bacteria	unclassified	Nitrospirota					Nitrospirota bacterium	0.0	5269.0	+	4255.0	5269.0
2120	2119	Bacteria	unclassified	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter	Olivibacter domesticus	1180704.0	1261735.0	+	1220704.0	1221735.0
2121	2120	Bacteria	unclassified	Acidobacteriota					Acidobacteriota bacterium	93339.0	171402.0	+	133339.0	134916.0
2122	2121	Bacteria	unclassified	Planctomycetota					Planctomycetota bacterium					
2123	2122		unclassified						unidentified	50246.0	131184.0	-	90246.0	91184.0
2124	2123	Bacteria	unclassified	Bacteroidota	Saprospiria	Saprospirales	Saprospiraceae		Saprospiraceae bacterium	0.0	4299.0	-	1614.0	2822.0
2125	2124	Bacteria	unclassified	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Candidatus Electrothrix	Candidatus Electrothrix sp. GW3-4	4504096.0	4585742.0	+	4544096.0	4545742.0
2126	2125	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	161169.0	242800.0	-	201169.0	202800.0
2127	2126	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		Flavobacteriaceae bacterium	0.0	65255.0	-	24302.0	25255.0
2128	2127	Bacteria	unclassified	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia glucerasea	0.0	75804.0	-	34764.0	35804.0
2129	2128	Bacteria	unclassified	Myxococcota		Polyangiales			Polyangiales bacterium	646410.0	727870.0	+	686410.0	687870.0
2130	2129	Archaea	unclassified	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp.	164459.0	246417.0	+	204459.0	206417.0
2131	2130	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea agglomerans	2217356.0	2298267.0	-	2257356.0	2258267.0
2132	2131	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Tritonibacter	Tritonibacter mobilis	387167.0	468198.0	-	427167.0	428198.0
2133	2132		unclassified						unidentified					
2134	2133	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus	163047.0	243904.0	-	203047.0	203904.0
2135	2134	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	1607859.0	1688797.0	+	1647859.0	1648797.0
2136	2135	Bacteria	unclassified	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Kitasatospora	Kitasatospora fiedleri	1536834.0	1617715.0	-	1576834.0	1577715.0
2137	2136	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.	0.0	3485.0	-	1.0	803.0
2138	2137	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium	0.0	71092.0	+	30058.0	31092.0
2139	2138	Bacteria	unclassified	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium sp.	0.0	1440.0	-	1.0	957.0
2140	2139	Bacteria	unclassified	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	Halodesulfovibrio sp.	0.0	59728.0	+	18688.0	19728.0
2141	2140	Bacteria	unclassified	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae		Gemmataceae bacterium	32731.0	102203.0	-	72731.0	74281.0
2142	2141	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Modicisalibacter	Modicisalibacter xianhensis	25356.0	66749.0	-	65356.0	66749.0
2143	2142	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.	0.0	50314.0	+	28242.0	29303.0
2144	2143		unclassified						unidentified					
2145	2144		unclassified						unidentified					
2146	2145	Bacteria	unclassified	Acidobacteriota	Blastocatellia				Blastocatellia bacterium	0.0	43483.0	-	2590.0	3483.0
2147	2146	Bacteria	unclassified	Myxococcota		Haliangiales	Kofleriaceae		Kofleriaceae bacterium	0.0	12270.0	-	6398.0	7807.0
2148	2147	Bacteria	unclassified	Bacteroidota	Chitinophagia	Chitinophagales			Chitinophagales bacterium	431879.0	512853.0	+	471879.0	472853.0
2149	2148	Bacteria	unclassified	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. DH1	33077.0	114042.0	+	73077.0	74042.0
2150	2149	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola sp.	0.0	36600.0	-	25996.0	26874.0
2151	2150	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0.0	3475.0	+	1.0	732.0
2152	2151	Bacteria	unclassified	Bacteroidota					Bacteroidota bacterium	0.0	41934.0	+	1080.0	1934.0
2153	2152	Bacteria	unclassified	Ignavibacteriota	Ignavibacteria	Ignavibacteriales			Ignavibacteriales bacterium CG18_big_fil_WC_8_21_14_2_50_31_20	0.0	10191.0	-	7671.0	8630.0
2154	2153	Bacteria	unclassified	Bacteroidota	Flavobacteriia				Flavobacteriia bacterium	0.0	24143.0	-	6008.0	7105.0
2155	2154	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria newyorkensis	189883.0	270881.0	+	229883.0	230881.0
2156	2155	Bacteria	unclassified	Acidobacteriota					Acidobacteriota bacterium	0.0	56183.0	-	15200.0	16183.0
2157	2156	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter nanhaiticus	4441665.0	4522573.0	-	4481665.0	4482573.0
2158	2157	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina abyssalis	46065.0	127027.0	-	86065.0	87027.0
2159	2158	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae		Crocinitomicaceae bacterium	0.0	3965.0	+	268.0	1254.0
2160	2159	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Falsihalocynthiibacter	Falsihalocynthiibacter arcticus	3554307.0	3635362.0	-	3594307.0	3595362.0
2161	2160	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	691905.0	772993.0	+	731905.0	732993.0
2162	2161	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Archangium	Archangium violaceum	4703583.0	4785007.0	+	4743583.0	4745007.0
2163	2162	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp.	108598.0	190277.0	-	148598.0	150277.0
2164	2163	Bacteria	unclassified	Planctomycetota					Planctomycetota bacterium	0.0	30644.0	-	17306.0	18739.0
2165	2164	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingorhabdus	Parasphingorhabdus sp.	71417.0	126463.0	+	111417.0	113069.0
2166	2165	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus					
2167	2166	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea agglomerans	596380.0	677414.0	+	636380.0	637414.0
2168	2167	Bacteria	unclassified	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae		Desulfobacteraceae bacterium 4484_190.1	0.0	5849.0	+	3505.0	4464.0
2169	2168	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella anthropi	0.0	70998.0	-	29961.0	30998.0
2170	2169	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Chelatococcus	Chelatococcus asaccharovorans	180311.0	237015.0	+	220311.0	221828.0
2171	2170	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus sp. MISCRS1	4156849.0	4238261.0	+	4196849.0	4198261.0
2172	2171	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas naejangsanensis	1943247.0	2024329.0	+	1983247.0	1984329.0
2173	2172	Archaea	unclassified	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus sp.	0.0	36872.0	+	18994.0	20631.0
2174	2173	Bacteria	unclassified	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae		Bacteroidaceae bacterium	0.0	6585.0	-	3244.0	4095.0
2175	2174	Bacteria	unclassified	Myxococcota		Haliangiales	Kofleriaceae		Kofleriaceae bacterium	0.0	10117.0	+	6128.0	7552.0
2176	2175	Bacteria	unclassified	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae		Leptospiraceae bacterium	0.0	3130.0	-	253.0	1284.0
2177	2176		unclassified						unidentified	540341.0	621597.0	+	580341.0	581597.0
2178	2177	Bacteria	unclassified	Myxococcota		Polyangiales			Polyangiales bacterium	0.0	23341.0	-	310.0	1611.0
2179	2178	Bacteria	unclassified	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerosphaera	Anaerosphaera sp. HMSC064C01	37731.0	119407.0	-	77731.0	79407.0
2180	2179	Bacteria	unclassified	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas capnocytophagoides	131528.0	172569.0	-	171528.0	172241.0
2181	2180	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseobacter	Roseobacter sp.	93919.0	174938.0	-	133919.0	134938.0
2182	2181	Bacteria	unclassified	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales			Verrucomicrobiales bacterium	0.0	27530.0	+	24576.0	26141.0
2183	2182	Bacteria	unclassified	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Lacibacter	Lacibacter sediminis	4689989.0	4771017.0	+	4729989.0	4731017.0
2184	2183	Bacteria	unclassified	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium DXS	5742271.0	5823191.0	+	5782271.0	5783191.0
2185	2184	Bacteria	unclassified	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae		Desulfobacteraceae bacterium	0.0	16153.0	-	7889.0	9190.0
2186	2185	Bacteria	unclassified	Myxococcota		Polyangiales	Polyangiaceae		Polyangiaceae bacterium	0.0	80770.0	+	39175.0	40770.0
2187	2186	Bacteria	unclassified	Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae		Ignavibacteriaceae bacterium	0.0	13059.0	-	1767.0	3398.0
2188	2187	Bacteria	unclassified	Candidatus Parcubacteria					Candidatus Parcubacteria bacterium	4207.0	57114.0	+	44207.0	45088.0
2189	2188	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. 3008163	357380.0	438234.0	+	397380.0	398234.0
2190	2189	Bacteria	unclassified	Bacteroidota					Bacteroidota bacterium	0.0	11830.0	-	3496.0	4308.0
2191	2190	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Marimonas	Marimonas lutisalis	153278.0	196491.0	-	193278.0	194234.0
2192	2191	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. S150	0.0	68468.0	-	26720.0	28468.0
2193	2192	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter youngae	0.0	2005.0	-	1112.0	2005.0
2194	2193	Bacteria	unclassified	Bacteroidota	Cytophagia	Cytophagales	Microscillaceae	Microscilla	uncultured Microscilla sp.	0.0	39190.0	-	16881.0	18398.0
2195	2194	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales			Pseudomonadales bacterium	0.0	37616.0	-	21883.0	22887.0
2196	2195	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	5960859.0	6041827.0	+	6000859.0	6001827.0
2197	2196	Bacteria	unclassified	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella sp.	43626.0	91126.0	-	83626.0	84459.0
2198	2197	Bacteria	unclassified	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae		Sphingobacteriaceae bacterium	0.0	1476.0	+	89.0	1201.0
2199	2198	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium	0.0	31075.0	-	9761.0	11509.0
2200	2199	Bacteria	unclassified	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.	65234.0	146046.0	-	105234.0	106046.0
2201	2200	Bacteria	unclassified	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc sp. PCC 7120 = FACHB-418	3562089.0	3643009.0	-	3602089.0	3603009.0
2202	2201	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter pontiacus	0.0	16851.0	-	7972.0	9582.0
2203	2202	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium radiodurans	1414089.0	1495147.0	-	1454089.0	1455147.0
2204	2203	Archaea	unclassified	Candidatus Lokiarchaeota	Candidatus Lokiarchaeia	Candidatus Prometheoarchaeales	Candidatus Prometheoarchaeaceae	Candidatus Prometheoarchaeum	Candidatus Prometheoarchaeum syntrophicum	2832446.0	2914020.0	-	2872446.0	2874020.0
2205	2204	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator	122673.0	203647.0	+	162673.0	163647.0
2206	2205	Bacteria	unclassified	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	uncultured Prevotella sp.	0.0	73911.0	+	32850.0	33911.0
2207	2206	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium oryzihabitans	136894.0	197734.0	-	176894.0	178492.0
2208	2207	Bacteria	unclassified	Planctomycetota					Planctomycetota bacterium	0.0	18051.0	+	1243.0	2217.0
2209	2208	Bacteria	unclassified	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured Alistipes sp.	189667.0	269203.0	-	229667.0	231403.0
2210	2209	Bacteria	unclassified	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Posidoniimonas	Posidoniimonas corsicana	591664.0	673100.0	+	631664.0	633100.0
2211	2210	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Hyalangium	Hyalangium sp.	0.0	14710.0	-	5205.0	6620.0
2212	2211	Bacteria	unclassified	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Posidoniimonas	Posidoniimonas corsicana	591499.0	673100.0	+	631499.0	633100.0
2213	2212	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae		Hyphomonadaceae bacterium	0.0	6789.0	+	95.0	1828.0
2214	2213	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cereibacter	Cereibacter sphaeroides	0.0	13962.0	-	9190.0	10209.0
2215	2214	Bacteria	unclassified	Bacteroidota	Saprospiria	Saprospirales	Saprospiraceae		Saprospiraceae bacterium	0.0	3048.0	-	177.0	1187.0
2216	2215	Bacteria	unclassified	Planctomycetota					Planctomycetes bacterium ADurb.Bin126	0.0	43269.0	-	2301.0	3269.0
2217	2216	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	1761.0	83230.0	+	41761.0	43230.0
2218	2217	Bacteria	unclassified	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae		Gaiellaceae bacterium	135835.0	216860.0	+	175835.0	176860.0
2219	2218	Bacteria	unclassified	Bacillota	Bacilli				Bacilli bacterium	51907.0	102997.0	+	91907.0	92860.0
2220	2219	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia radicincitans					
2221	2220	Archaea	unclassified	Candidatus Hermodarchaeota					Candidatus Hermodarchaeota archaeon	0.0	17713.0	-	15984.0	17036.0
2222	2221	Bacteria	unclassified						Patescibacteria group bacterium	69863.0	150783.0	+	109863.0	110783.0
2223	2222		unclassified						unidentified	162609.0	243670.0	+	202609.0	203670.0
2224	2223	Bacteria	unclassified	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Maribellus	Maribellus sediminis	75520.0	156365.0	+	115520.0	116365.0
2225	2224	Bacteria	unclassified	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Archangium	Archangium gephyra	3755485.0	3836903.0	+	3795485.0	3796903.0
2226	2225	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dokdonella	Dokdonella sp.	0.0	5313.0	+	2210.0	3532.0
2227	2226	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria sp. ILCC806	133361.0	214230.0	+	173361.0	174230.0
2228	2227	Bacteria	unclassified	Pseudomonadota					Pseudomonadota bacterium	0.0	19731.0	-	10181.0	11455.0
2229	2228	Bacteria	unclassified	Bacillota	Bacilli				Bacilli bacterium	0.0	3927.0	-	2359.0	3414.0
2230	2229	Bacteria	unclassified	Myxococcota		Haliangiales	Kofleriaceae		Kofleriaceae bacterium	0.0	79175.0	+	37286.0	39175.0
2231	2230	Bacteria	unclassified	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Maridesulfovibrio zosterae	708578.0	789450.0	-	748578.0	749450.0
2232	2231	Bacteria	unclassified	Chloroflexota					Chloroflexota bacterium					
2233	2232	Bacteria	unclassified	Pseudomonadota					Pseudomonadota bacterium	0.0	1191.0	+	581.0	1191.0
2234	2233	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus siamensis					
2235	2234	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter sp. TWR1-1-1	0.0	12235.0	-	99.0	581.0
2236	2235	Bacteria	unclassified	Acidobacteriota	Terriglobia	Candidatus Acidiferrales		Candidatus Acidiferrum	Candidatus Acidiferrum sp.	168388.0	217163.0	-	208388.0	209281.0
2237	2236		unclassified						unidentified	143948.0	225693.0	+	183948.0	185693.0
2238	2237	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	328305.0	409132.0	+	368305.0	369132.0
2239	2238	Bacteria	unclassified	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas massiliensis	4199.0	79394.0	-	44199.0	45344.0
2240	2239	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Pleomorphomonadaceae	Pleomorphomonas	Pleomorphomonas sp. NRK KF1	141248.0	215596.0	+	181248.0	182864.0
2241	2240	Bacteria	unclassified	Myxococcota					Myxococcota bacterium	0.0	7668.0	+	2630.0	3934.0
2242	2241	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	110498.0	191526.0	-	150498.0	151526.0
2243	2242	Bacteria	unclassified	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae		Planctomycetaceae bacterium	0.0	17686.0	+	7410.0	8447.0
2244	2243	Bacteria	unclassified	Bacillota	Bacilli				Bacilli bacterium	0.0	10007.0	-	5381.0	6418.0
2245	2244	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus khanii	564111.0	644704.0	+	604111.0	604704.0
2246	2245	Bacteria	unclassified	Bacillota	Clostridia	Eubacteriales	Clostridiaceae		Clostridiaceae bacterium	37184.0	101653.0	+	77184.0	78221.0
2247	2246	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	Methylobacter sp.	37482.0	119227.0	-	77482.0	79227.0
2248	2247	Bacteria	unclassified	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. AS16	22208.0	96850.0	-	62208.0	63899.0
2249	2248	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Pelagimonas	uncultured Pelagimonas sp.	470223.0	551242.0	-	510223.0	511242.0
2250	2249	Bacteria	unclassified	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NPDC126503	50457.0	131476.0	-	90457.0	91476.0
2251	2250	Bacteria	unclassified	Bacillota	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus massiliensis	363851.0	444804.0	+	403851.0	404804.0
2252	2251	Bacteria	unclassified	Pseudomonadota					Pseudomonadota bacterium	0.0	34055.0	-	2446.0	3906.0
2253	2252	Bacteria	unclassified	Chloroflexota	Anaerolineae	Anaerolineales			Anaerolineales bacterium	0.0	18720.0	-	7925.0	8884.0
2254	2253	Bacteria	unclassified	Myxococcota					Myxococcota bacterium	0.0	34440.0	+	5531.0	6877.0
2255	2254	Bacteria	unclassified	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc sp.	0.0	49907.0	-	8822.0	9907.0
2256	2255	Bacteria	unclassified	Bacillota	Clostridia				Clostridia bacterium	0.0	5856.0	-	3292.0	4215.0
2257	2256	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae		Burkholderiaceae bacterium	0.0	16141.0	-	12708.0	13784.0
2258	2257	Bacteria	unclassified	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc sp. DedQUE08	0.0	54064.0	-	19958.0	21022.0
2259	2258	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia sp.	99683.0	180606.0	+	139683.0	140606.0
2260	2259	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia billingiae	2032725.0	2113660.0	-	2072725.0	2073660.0
2261	2260	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera	Acidisphaera sp. S103	12654.0	94324.0	+	52654.0	54324.0
2262	2261	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor indicus	6214.0	84563.0	+	46214.0	47794.0
2263	2262		unclassified						unidentified					
2264	2263	Bacteria	unclassified	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. CAN_A7	4847.0	85725.0	-	44847.0	45725.0
2265	2264	Bacteria	unclassified	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Xenococcaceae	Xenococcus	Xenococcus sp. (in: cyanobacteria)	0.0	2953.0	-	1.0	511.0
2266	2265	Archaea	unclassified	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina lacustris	2383860.0	2465542.0	+	2423860.0	2425542.0
2267	2266	Bacteria	unclassified	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp.	0.0	27322.0	-	1657.0	2490.0
2268	2267	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas	Thermomonas sp.	94456.0	176168.0	+	134456.0	136168.0
